label,packet_size,duration,protocol,network,protocol_code,network_code,label_code
non-reel,583,4.080017596074477,HTTP,good,2.0,0,0
reel,1600,16.006783987480244,TCP,good,0.0,0,1
non-reel,687,5.287361447950662,TCP,good,0.0,0,0
reel,1941,19.606132597097567,UDP,medium,1.0,1,1
non-reel,357,2.6872480637961003,HTTP,good,2.0,0,0
non-reel,531,1.1699704300945224,TCP,good,0.0,0,0
non-reel,438,3.260543473646021,TCP,medium,0.0,1,0
reel,1503,14.614460885242034,UDP,good,1.0,0,1
non-reel,414,2.7115793838974667,HTTP,medium,2.0,1,0
non-reel,486,2.1706400343431955,HTTP,good,2.0,0,0
reel,1421,20.09368048691584,TCP,medium,0.0,1,1
non-reel,425,2.1909271272904576,HTTP,good,2.0,0,0
reel,2049,15.7199045136626,TCP,good,0.0,0,1
non-reel,668,1.7131640872768408,HTTP,good,2.0,0,0
non-reel,484,2.649186925489449,TCP,poor,0.0,2,0
non-reel,304,2.073681785271069,HTTP,poor,2.0,2,0
non-reel,255,9.191923784151436,HTTP,poor,2.0,2,0
non-reel,629,1.6427852708477284,HTTP,good,2.0,0,0
reel,1321,20.548739711626723,UDP,poor,1.0,2,1
reel,1607,22.129265223455505,TCP,poor,0.0,2,1
non-reel,832,3.5881105284147248,HTTP,good,2.0,0,0
reel,1905,14.060236189766652,TCP,good,0.0,0,1
non-reel,183,4.392366519342026,TCP,medium,0.0,1,0
non-reel,636,1.569686401892854,TCP,good,0.0,0,0
non-reel,466,1.5060188790789908,HTTP,good,2.0,0,0
reel,2164,14.67029217821992,TCP,good,0.0,0,1
reel,1540,25.34152581229015,TCP,poor,0.0,2,1
non-reel,389,1.803872153755417,TCP,good,0.0,0,0
non-reel,629,4.224957071310184,HTTP,poor,2.0,2,0
non-reel,788,3.012704772065568,HTTP,medium,2.0,1,0
non-reel,677,0.0841122580471633,TCP,good,0.0,0,0
reel,1522,23.726697034016127,UDP,poor,1.0,2,1
reel,1895,16.379855283411175,TCP,good,0.0,0,1
reel,1528,17.912451722613014,UDP,medium,1.0,1,1
reel,1950,17.85694131417581,TCP,medium,0.0,1,1
reel,2048,15.906638918048678,TCP,good,0.0,0,1
non-reel,581,4.05934559918815,TCP,good,0.0,0,0
non-reel,586,3.930589699333724,HTTP,good,2.0,0,0
non-reel,750,4.210529751936602,HTTP,good,2.0,0,0
reel,1356,21.38303049715536,TCP,poor,0.0,2,1
non-reel,500,3.0540151738757477,HTTP,good,2.0,0,0
reel,1939,15.460801108305771,UDP,good,1.0,0,1
non-reel,567,3.191636014708449,HTTP,good,2.0,0,0
reel,1602,19.10766272689984,TCP,medium,0.0,1,1
reel,1417,18.4378192133135,UDP,poor,1.0,2,1
reel,1901,16.568733547550707,UDP,good,1.0,0,1
non-reel,329,2.4835801370039547,HTTP,poor,2.0,2,0
non-reel,997,4.847615911956728,TCP,good,0.0,0,0
non-reel,601,5.206124922130618,TCP,good,0.0,0,0
reel,2341,15.348638466484536,UDP,good,1.0,0,1
non-reel,219,3.6008717305330653,HTTP,poor,2.0,2,0
non-reel,570,3.989368526460126,TCP,poor,0.0,2,0
non-reel,602,2.867922688650507,HTTP,good,2.0,0,0
non-reel,758,5.525202556042576,HTTP,poor,2.0,2,0
non-reel,326,1.2110096682013705,TCP,poor,0.0,2,0
non-reel,958,1.469554019209814,HTTP,good,2.0,0,0
non-reel,482,3.3408610590325645,HTTP,good,2.0,0,0
reel,1701,19.650025859047265,TCP,medium,0.0,1,1
reel,1768,15.340160627394669,TCP,good,0.0,0,1
reel,1993,14.67607739160044,TCP,good,0.0,0,1
non-reel,558,2.8638469368228927,HTTP,good,2.0,0,0
reel,1778,15.58091489632955,TCP,good,0.0,0,1
non-reel,140,3.984351723155352,HTTP,medium,2.0,1,0
reel,1879,20.265590620561568,UDP,medium,1.0,1,1
non-reel,699,3.201654432170405,HTTP,good,2.0,0,0
non-reel,370,3.320101182887006,HTTP,medium,2.0,1,0
non-reel,578,2.788878406078954,HTTP,good,2.0,0,0
non-reel,454,3.382597762545198,TCP,good,0.0,0,0
non-reel,572,1.770034794609264,HTTP,good,2.0,0,0
non-reel,650,0.9087836177882004,TCP,good,0.0,0,0
reel,2070,16.5951892641246,TCP,good,0.0,0,1
reel,1299,24.8200013745744,UDP,poor,1.0,2,1
non-reel,558,2.798112282369597,HTTP,good,2.0,0,0
non-reel,613,2.8673634296285275,HTTP,medium,2.0,1,0
non-reel,468,0.2489234513088201,HTTP,good,2.0,0,0
non-reel,488,5.393592551828969,TCP,good,0.0,0,0
reel,1716,21.94215521168227,UDP,medium,1.0,1,1
reel,1498,22.4693461121544,TCP,poor,0.0,2,1
non-reel,335,6.250053465923728,HTTP,poor,2.0,2,0
reel,2159,16.088922126556916,TCP,good,0.0,0,1
non-reel,585,2.753388613193349,HTTP,good,2.0,0,0
reel,1265,25.029877218269966,UDP,poor,1.0,2,1
reel,1418,27.22050851938756,UDP,poor,1.0,2,1
non-reel,128,1.742851565597069,HTTP,poor,2.0,2,0
non-reel,142,3.7153536572056978,TCP,medium,0.0,1,0
non-reel,487,5.872985005252397,TCP,poor,0.0,2,0
reel,1044,16.353849839382573,TCP,poor,0.0,2,1
reel,1839,17.468340471621623,UDP,good,1.0,0,1
non-reel,709,3.657419413731352,HTTP,medium,2.0,1,0
non-reel,576,2.4177827356865125,HTTP,medium,2.0,1,0
non-reel,340,3.047880106884196,HTTP,medium,2.0,1,0
reel,1697,19.712467821149097,TCP,medium,0.0,1,1
reel,1413,18.91568079159728,TCP,medium,0.0,1,1
non-reel,192,5.326230710122315,HTTP,poor,2.0,2,0
non-reel,476,0.9491238744709044,TCP,medium,0.0,1,0
reel,1517,24.635725730043852,TCP,poor,0.0,2,1
non-reel,593,3.610507879708843,HTTP,good,2.0,0,0
non-reel,583,3.2513543351902525,TCP,good,0.0,0,0
non-reel,289,4.403601447423424,TCP,poor,0.0,2,0
non-reel,524,2.219482964959539,HTTP,medium,2.0,1,0
non-reel,759,2.570357907534637,TCP,good,0.0,0,0
reel,1920,18.013697153954045,UDP,medium,1.0,1,1
non-reel,488,4.111821274088666,TCP,poor,0.0,2,0
non-reel,624,2.3255853886604823,TCP,good,0.0,0,0
non-reel,671,2.999441864138808,TCP,good,0.0,0,0
non-reel,615,4.38884249997823,TCP,medium,0.0,1,0
non-reel,503,3.350541999109544,TCP,good,0.0,0,0
non-reel,436,2.168464116071342,TCP,medium,0.0,1,0
reel,1567,18.232501987355786,TCP,medium,0.0,1,1
non-reel,384,2.134271502194909,HTTP,medium,2.0,1,0
non-reel,976,1.6295504532596548,TCP,good,0.0,0,0
reel,2156,14.961465818149977,TCP,good,0.0,0,1
non-reel,373,4.991515249965898,TCP,medium,0.0,1,0
reel,2008,17.29962918287395,TCP,good,0.0,0,1
non-reel,661,1.9079273915583848,HTTP,good,2.0,0,0
reel,1982,16.04965936993611,UDP,good,1.0,0,1
non-reel,317,5.478005442783838,TCP,medium,0.0,1,0
non-reel,889,0.721305272214247,TCP,good,0.0,0,0
non-reel,182,4.937259378033515,HTTP,poor,2.0,2,0
reel,1573,30.009815272421157,UDP,poor,1.0,2,1
reel,1410,24.446469698791187,TCP,poor,0.0,2,1
non-reel,347,2.4486583323311497,HTTP,medium,2.0,1,0
reel,1967,17.269867927874298,UDP,good,1.0,0,1
non-reel,139,5.260747651957939,TCP,medium,0.0,1,0
non-reel,654,2.3170842218953727,HTTP,good,2.0,0,0
reel,2145,17.19345552802974,TCP,good,0.0,0,1
reel,1593,18.24066832240068,UDP,medium,1.0,1,1
reel,1759,19.463966564629736,UDP,medium,1.0,1,1
reel,900,25.9171006944886,UDP,poor,1.0,2,1
reel,1893,15.548348751382033,UDP,good,1.0,0,1
reel,1432,18.670269409677942,TCP,medium,0.0,1,1
reel,1585,25.89875245121328,UDP,poor,1.0,2,1
non-reel,638,3.3749960573619533,TCP,good,0.0,0,0
non-reel,590,1.4506308678298765,TCP,good,0.0,0,0
reel,1662,18.592648194008987,TCP,medium,0.0,1,1
reel,1351,25.25441337449026,TCP,poor,0.0,2,1
reel,2157,14.458220294542157,TCP,good,0.0,0,1
non-reel,211,0.6744169687077286,HTTP,poor,2.0,2,0
non-reel,786,2.825974887869294,TCP,good,0.0,0,0
non-reel,559,6.165432822914958,HTTP,poor,2.0,2,0
reel,2206,16.273738927240004,TCP,good,0.0,0,1
non-reel,530,2.4240599387773454,HTTP,good,2.0,0,0
non-reel,636,8.7974343484574,TCP,poor,0.0,2,0
non-reel,710,3.202187170730136,TCP,medium,0.0,1,0
non-reel,689,1.972038077230298,HTTP,good,2.0,0,0
non-reel,824,0.4287356506459741,HTTP,good,2.0,0,0
reel,1611,19.726165268370693,TCP,medium,0.0,1,1
non-reel,585,2.0497168751475225,HTTP,good,2.0,0,0
reel,2269,15.651246455974444,UDP,good,1.0,0,1
reel,2403,15.894381283770404,UDP,good,1.0,0,1
non-reel,180,2.1382652277348044,TCP,medium,0.0,1,0
non-reel,697,3.4731356690084376,TCP,medium,0.0,1,0
reel,1148,23.58335590368451,TCP,poor,0.0,2,1
non-reel,462,11.706419038332331,TCP,poor,0.0,2,0
reel,1582,18.54375299703296,TCP,medium,0.0,1,1
non-reel,551,3.279561959947213,TCP,medium,0.0,1,0
non-reel,540,1.8922848966572745,HTTP,good,2.0,0,0
reel,1478,26.189440834552197,TCP,poor,0.0,2,1
non-reel,729,1.6128124504112846,HTTP,good,2.0,0,0
non-reel,350,3.981981741053382,HTTP,poor,2.0,2,0
non-reel,733,2.5734163258924805,TCP,good,0.0,0,0
non-reel,452,3.41602616347574,TCP,medium,0.0,1,0
reel,1836,17.3207999647871,TCP,medium,0.0,1,1
non-reel,835,3.0754588455781797,TCP,good,0.0,0,0
non-reel,633,2.602062414362837,HTTP,good,2.0,0,0
non-reel,556,4.184303716552394,TCP,medium,0.0,1,0
non-reel,149,2.205156953326194,HTTP,medium,2.0,1,0
reel,1545,19.07409694904895,UDP,medium,1.0,1,1
non-reel,475,1.5396535997173582,TCP,good,0.0,0,0
reel,1369,21.46826020275811,UDP,poor,1.0,2,1
reel,1719,16.6283417156059,UDP,good,1.0,0,1
reel,1139,25.61164346358375,TCP,poor,0.0,2,1
reel,1684,19.059629005128325,TCP,medium,0.0,1,1
non-reel,641,2.6416416728308123,TCP,good,0.0,0,0
reel,2197,16.31196861269553,UDP,good,1.0,0,1
non-reel,706,6.057255542982281,TCP,poor,0.0,2,0
non-reel,615,3.5842857679634834,TCP,medium,0.0,1,0
reel,1326,29.36577795578713,UDP,poor,1.0,2,1
reel,2138,15.975368956749922,TCP,good,0.0,0,1
reel,1540,20.690289798570436,TCP,medium,0.0,1,1
non-reel,552,2.6789228521496136,HTTP,medium,2.0,1,0
reel,2057,19.760806026384643,TCP,medium,0.0,1,1
reel,2294,16.270785683004966,TCP,good,0.0,0,1
reel,1939,16.76666871144074,UDP,good,1.0,0,1
non-reel,794,2.5333484123244068,HTTP,good,2.0,0,0
reel,1322,29.281716959496364,UDP,poor,1.0,2,1
non-reel,296,2.350757138271238,HTTP,poor,2.0,2,0
reel,1678,16.860236139584213,UDP,good,1.0,0,1
non-reel,617,3.6981684344918624,HTTP,medium,2.0,1,0
reel,2061,16.76821324472089,TCP,good,0.0,0,1
non-reel,706,4.751795883538764,HTTP,medium,2.0,1,0
reel,2161,17.32607008860679,TCP,good,0.0,0,1
non-reel,450,1.595099980917119,TCP,medium,0.0,1,0
non-reel,772,3.625136369569136,HTTP,good,2.0,0,0
reel,2376,15.558930741265137,UDP,good,1.0,0,1
non-reel,880,4.410672532474868,HTTP,poor,2.0,2,0
reel,1554,25.344333305884835,UDP,poor,1.0,2,1
non-reel,567,2.1549094442652423,HTTP,medium,2.0,1,0
non-reel,677,1.129570110413451,TCP,good,0.0,0,0
reel,1416,24.466501117012974,UDP,poor,1.0,2,1
non-reel,394,3.144509897002984,TCP,medium,0.0,1,0
reel,2015,18.62403903921644,TCP,medium,0.0,1,1
non-reel,752,1.587199699236446,TCP,good,0.0,0,0
non-reel,449,3.767960634318912,HTTP,poor,2.0,2,0
non-reel,897,2.1996603545310363,HTTP,good,2.0,0,0
non-reel,677,2.9429881077498456,HTTP,medium,2.0,1,0
non-reel,258,4.848032254870556,HTTP,medium,2.0,1,0
non-reel,757,3.583376532800976,HTTP,medium,2.0,1,0
reel,1918,17.338185433791594,UDP,good,1.0,0,1
reel,1436,18.57836250837089,TCP,medium,0.0,1,1
non-reel,477,8.563976191950003,TCP,poor,0.0,2,0
non-reel,447,2.978528890376299,TCP,medium,0.0,1,0
non-reel,451,2.63288011394484,HTTP,good,2.0,0,0
non-reel,916,2.561526905291505,HTTP,good,2.0,0,0
non-reel,611,2.867316770041564,TCP,good,0.0,0,0
non-reel,589,0.9523667728139732,TCP,good,0.0,0,0
reel,1949,16.001386301195758,UDP,good,1.0,0,1
non-reel,431,3.6810428730608273,HTTP,medium,2.0,1,0
non-reel,637,3.9284017122301567,TCP,good,0.0,0,0
non-reel,535,2.9523405010209105,TCP,good,0.0,0,0
non-reel,1067,1.7536771285367183,TCP,poor,0.0,2,0
non-reel,209,0.3853430179640194,HTTP,poor,2.0,2,0
reel,1723,19.531793637376182,TCP,medium,0.0,1,1
non-reel,325,1.6725889882367353,HTTP,poor,2.0,2,0
non-reel,459,2.3635252838934573,TCP,good,0.0,0,0
reel,1266,25.603969347983096,UDP,poor,1.0,2,1
reel,2005,16.10458039099243,UDP,good,1.0,0,1
reel,1886,18.93929753974941,UDP,medium,1.0,1,1
reel,1638,18.313698595696884,TCP,poor,0.0,2,1
non-reel,559,3.611135968104169,HTTP,poor,2.0,2,0
non-reel,515,3.558772189826837,HTTP,good,2.0,0,0
reel,1784,23.263015659169653,UDP,poor,1.0,2,1
reel,2355,15.585353043842757,TCP,good,0.0,0,1
reel,1752,25.21319341705008,TCP,poor,0.0,2,1
non-reel,415,3.703427772328281,TCP,medium,0.0,1,0
reel,1524,26.666467010870747,UDP,poor,1.0,2,1
non-reel,742,1.629130181645292,TCP,good,0.0,0,0
non-reel,626,2.514144861522865,HTTP,medium,2.0,1,0
non-reel,623,3.302742392435169,HTTP,medium,2.0,1,0
non-reel,709,3.499542731131472,HTTP,good,2.0,0,0
reel,1939,17.40671527100264,UDP,good,1.0,0,1
non-reel,841,1.8950816921407423,TCP,good,0.0,0,0
reel,2275,16.89417349243027,TCP,good,0.0,0,1
non-reel,727,3.8268656283820297,HTTP,good,2.0,0,0
reel,1711,19.486593064887774,TCP,medium,0.0,1,1
non-reel,591,2.7823858965757324,HTTP,medium,2.0,1,0
non-reel,849,1.52686648454509,TCP,good,0.0,0,0
non-reel,484,4.079812790727792,HTTP,medium,2.0,1,0
non-reel,649,2.992971955293332,HTTP,medium,2.0,1,0
non-reel,362,4.458100822348017,HTTP,medium,2.0,1,0
non-reel,585,4.789076683811489,TCP,medium,0.0,1,0
reel,1745,14.66743569265999,TCP,good,0.0,0,1
non-reel,192,2.34636993370564,TCP,poor,0.0,2,0
non-reel,1017,2.397019646209119,HTTP,good,2.0,0,0
non-reel,446,0.6107749968609664,HTTP,poor,2.0,2,0
non-reel,640,1.2998091187307974,HTTP,poor,2.0,2,0
non-reel,64,4.01798682898162,HTTP,good,2.0,0,0
non-reel,552,1.88220430109222,HTTP,good,2.0,0,0
non-reel,474,3.2628581282256843,TCP,medium,0.0,1,0
reel,1888,14.099572784017186,UDP,good,1.0,0,1
non-reel,447,1.75190377585049,HTTP,poor,2.0,2,0
non-reel,426,1.7062658880795332,TCP,good,0.0,0,0
non-reel,851,1.6907292559633036,HTTP,good,2.0,0,0
reel,1531,23.616404406268604,UDP,poor,1.0,2,1
non-reel,191,3.343637024008644,HTTP,poor,2.0,2,0
reel,1796,17.721166058572464,TCP,medium,0.0,1,1
non-reel,482,2.271286280798982,TCP,poor,0.0,2,0
non-reel,922,3.2949472531081048,HTTP,good,2.0,0,0
non-reel,631,0.4733594575728377,HTTP,poor,2.0,2,0
non-reel,376,4.58651464184385,TCP,good,0.0,0,0
non-reel,444,3.8166529954391857,HTTP,good,2.0,0,0
reel,2198,15.533586124399395,UDP,good,1.0,0,1
non-reel,155,2.661936537557157,HTTP,poor,2.0,2,0
reel,2119,13.845083827673555,UDP,good,1.0,0,1
reel,1564,18.449628991833976,UDP,medium,1.0,1,1
non-reel,611,2.2719635093607016,TCP,medium,0.0,1,0
reel,1807,18.25106117560168,TCP,medium,0.0,1,1
non-reel,674,4.253800921170158,HTTP,good,2.0,0,0
non-reel,270,6.67560921198287,HTTP,poor,2.0,2,0
non-reel,426,6.491399162678817,TCP,poor,0.0,2,0
reel,1944,18.49369529884604,UDP,medium,1.0,1,1
non-reel,383,6.286181751260124,HTTP,poor,2.0,2,0
non-reel,689,2.498567961224199,TCP,good,0.0,0,0
reel,2029,19.3132885348634,TCP,medium,0.0,1,1
non-reel,981,2.96810072513016,TCP,good,0.0,0,0
non-reel,820,5.847782117518827,HTTP,medium,2.0,1,0
non-reel,628,1.0597913084919,TCP,good,0.0,0,0
non-reel,440,3.240745294189564,HTTP,poor,2.0,2,0
non-reel,564,0.6946811561780737,TCP,good,0.0,0,0
non-reel,497,3.108022031838889,TCP,good,0.0,0,0
reel,1967,16.218203552474336,UDP,good,1.0,0,1
non-reel,317,4.675470425840414,TCP,good,0.0,0,0
reel,2115,16.577049492689206,UDP,good,1.0,0,1
non-reel,363,0.6695416784603996,TCP,poor,0.0,2,0
reel,2226,14.753242562446598,TCP,good,0.0,0,1
reel,1910,20.986062882737176,TCP,medium,0.0,1,1
reel,1978,16.89341748697805,TCP,medium,0.0,1,1
reel,1844,16.99213426113359,UDP,good,1.0,0,1
non-reel,554,1.5843671439527185,TCP,good,0.0,0,0
non-reel,453,2.256102721839904,HTTP,good,2.0,0,0
non-reel,288,2.534812067211289,TCP,good,0.0,0,0
non-reel,375,1.7932909862439144,TCP,medium,0.0,1,0
non-reel,351,2.217721391428293,HTTP,medium,2.0,1,0
non-reel,826,2.4174414908654693,HTTP,good,2.0,0,0
non-reel,-37,4.7293380111125565,HTTP,medium,2.0,1,0
non-reel,702,3.158276151629935,HTTP,good,2.0,0,0
non-reel,369,1.3706895954587637,HTTP,poor,2.0,2,0
reel,1308,23.94734919293901,TCP,poor,0.0,2,1
reel,1638,18.39943936280266,TCP,medium,0.0,1,1
reel,2093,16.16103853300219,UDP,good,1.0,0,1
non-reel,580,1.4639707317779451,TCP,good,0.0,0,0
reel,2475,15.659558675790418,TCP,good,0.0,0,1
non-reel,459,9.076697941541829,HTTP,poor,2.0,2,0
non-reel,325,0.0136099788493107,HTTP,poor,2.0,2,0
reel,1894,16.786215852174774,UDP,good,1.0,0,1
non-reel,466,2.7211199250694755,HTTP,medium,2.0,1,0
non-reel,738,5.8303681471620585,TCP,poor,0.0,2,0
reel,1508,23.604129635843773,UDP,poor,1.0,2,1
non-reel,785,2.9597113951098706,HTTP,medium,2.0,1,0
non-reel,257,3.03367811587294,HTTP,medium,2.0,1,0
reel,1902,17.40686786170489,TCP,good,0.0,0,1
non-reel,433,6.916007521409378,TCP,poor,0.0,2,0
non-reel,379,4.38328695099508,HTTP,poor,2.0,2,0
reel,1840,20.64639380159227,UDP,medium,1.0,1,1
reel,1610,27.576881849119516,UDP,poor,1.0,2,1
non-reel,346,7.108654705536786,HTTP,poor,2.0,2,0
reel,825,27.69336924159148,TCP,poor,0.0,2,1
non-reel,415,1.1768281825010711,TCP,good,0.0,0,0
reel,1459,20.915187299142577,UDP,medium,1.0,1,1
non-reel,536,0.2292805390831285,HTTP,poor,2.0,2,0
non-reel,918,2.8864772922239794,TCP,medium,0.0,1,0
non-reel,668,3.204551646159507,HTTP,good,2.0,0,0
non-reel,783,2.510985809682129,HTTP,poor,2.0,2,0
reel,2067,16.076646455574426,UDP,good,1.0,0,1
non-reel,824,3.563673806578974,TCP,good,0.0,0,0
non-reel,484,4.44120772132365,HTTP,poor,2.0,2,0
non-reel,571,6.152552739360744,TCP,poor,0.0,2,0
non-reel,234,2.195547619439965,HTTP,poor,2.0,2,0
reel,1937,14.45569123743073,TCP,good,0.0,0,1
non-reel,901,2.6098072694618395,TCP,good,0.0,0,0
non-reel,785,1.3048093121141229,HTTP,good,2.0,0,0
reel,1728,15.710887740055398,UDP,good,1.0,0,1
reel,1915,18.33549133121583,TCP,medium,0.0,1,1
non-reel,756,3.227022466776323,HTTP,medium,2.0,1,0
non-reel,544,1.6759986526255082,HTTP,good,2.0,0,0
reel,2066,15.56955403750896,UDP,good,1.0,0,1
non-reel,395,5.281412929259852,TCP,medium,0.0,1,0
reel,1761,19.191794281355826,UDP,medium,1.0,1,1
reel,1731,19.008630425828777,UDP,medium,1.0,1,1
reel,1622,20.460515678061316,TCP,medium,0.0,1,1
non-reel,591,2.9988945090574237,HTTP,good,2.0,0,0
non-reel,401,4.410003857206651,HTTP,medium,2.0,1,0
non-reel,737,2.915301055143351,TCP,good,0.0,0,0
reel,1571,19.591957736177328,UDP,medium,1.0,1,1
non-reel,490,3.082810487269061,TCP,poor,0.0,2,0
reel,2056,17.435403706350495,TCP,good,0.0,0,1
non-reel,352,3.334722118914231,TCP,medium,0.0,1,0
reel,1920,16.018763656168076,UDP,good,1.0,0,1
reel,1762,21.300733045862728,TCP,medium,0.0,1,1
reel,1974,17.125210233107783,TCP,medium,0.0,1,1
non-reel,471,1.8735399858620672,HTTP,good,2.0,0,0
non-reel,395,6.315246965274033,TCP,poor,0.0,2,0
non-reel,472,2.185660689608021,TCP,medium,0.0,1,0
non-reel,249,1.8071028686241448,TCP,good,0.0,0,0
reel,1670,19.815313586393,TCP,medium,0.0,1,1
reel,2150,16.069800960032392,TCP,good,0.0,0,1
non-reel,666,3.7141954769659455,HTTP,medium,2.0,1,0
non-reel,503,1.8789533577787905,HTTP,good,2.0,0,0
reel,1807,19.20663072484881,UDP,medium,1.0,1,1
non-reel,550,1.999402530564253,HTTP,good,2.0,0,0
non-reel,581,2.0072227126250017,TCP,medium,0.0,1,0
non-reel,697,2.013179189982014,HTTP,medium,2.0,1,0
reel,1567,19.95906429834808,UDP,medium,1.0,1,1
reel,1795,16.887398032580304,TCP,medium,0.0,1,1
reel,1072,23.030479421122177,TCP,poor,0.0,2,1
non-reel,615,0.528264665823134,HTTP,poor,2.0,2,0
non-reel,200,3.309866328384898,TCP,medium,0.0,1,0
non-reel,587,2.189565208046921,HTTP,good,2.0,0,0
non-reel,562,3.135883049507096,HTTP,good,2.0,0,0
reel,1572,25.282169268657302,UDP,poor,1.0,2,1
non-reel,867,1.1870793112251667,HTTP,medium,2.0,1,0
reel,1962,16.520387172040135,TCP,good,0.0,0,1
non-reel,511,2.6085541061500828,TCP,medium,0.0,1,0
non-reel,208,3.787066907943078,HTTP,poor,2.0,2,0
non-reel,713,2.213672435393611,TCP,good,0.0,0,0
reel,1599,25.468002487135845,TCP,poor,0.0,2,1
non-reel,655,10.576973355999735,TCP,poor,0.0,2,0
non-reel,400,2.389458034332807,TCP,good,0.0,0,0
non-reel,425,4.754777080654607,HTTP,good,2.0,0,0
non-reel,780,1.8880356716389013,HTTP,good,2.0,0,0
reel,1587,23.00702625443636,UDP,poor,1.0,2,1
non-reel,190,3.7419635791314088,TCP,good,0.0,0,0
non-reel,436,2.662109864158697,HTTP,good,2.0,0,0
non-reel,71,3.710566435814617,HTTP,medium,2.0,1,0
non-reel,561,2.8670042215185565,TCP,good,0.0,0,0
non-reel,448,8.75019027233853,HTTP,poor,2.0,2,0
non-reel,669,1.1367349868176386,HTTP,good,2.0,0,0
non-reel,600,2.017867286620008,HTTP,medium,2.0,1,0
non-reel,641,3.408619769105855,TCP,medium,0.0,1,0
non-reel,579,5.277052993144052,HTTP,good,2.0,0,0
reel,1697,15.385432219394648,UDP,good,1.0,0,1
non-reel,642,3.054050439136785,HTTP,good,2.0,0,0
reel,1850,21.069021580239564,TCP,medium,0.0,1,1
reel,1417,20.190264018390817,TCP,medium,0.0,1,1
non-reel,406,4.801561114781029,TCP,good,0.0,0,0
reel,1940,17.60685248385147,UDP,medium,1.0,1,1
non-reel,926,1.3937158814447237,TCP,good,0.0,0,0
reel,1606,17.204615234971094,TCP,medium,0.0,1,1
reel,1439,18.67953811250713,TCP,medium,0.0,1,1
reel,1880,16.272640839720566,UDP,good,1.0,0,1
non-reel,344,2.158554901353177,TCP,medium,0.0,1,0
non-reel,418,3.3006887284009307,TCP,medium,0.0,1,0
reel,1564,24.8884143316226,TCP,poor,0.0,2,1
reel,1615,15.292561059360295,TCP,good,0.0,0,1
non-reel,191,3.00065233769446,HTTP,good,2.0,0,0
reel,1788,22.111194600513272,UDP,poor,1.0,2,1
non-reel,349,2.17934421197272,HTTP,medium,2.0,1,0
non-reel,746,4.093992810348867,HTTP,medium,2.0,1,0
non-reel,230,4.410474745111902,TCP,good,0.0,0,0
reel,1871,20.13278507818577,UDP,medium,1.0,1,1
non-reel,137,2.155477152811757,TCP,poor,0.0,2,0
reel,1802,16.55452976606107,UDP,good,1.0,0,1
reel,1120,26.917637910369205,UDP,poor,1.0,2,1
non-reel,528,5.342528420054984,TCP,poor,0.0,2,0
reel,1791,15.80506944338688,TCP,good,0.0,0,1
non-reel,400,0.1476806314063323,TCP,good,0.0,0,0
non-reel,734,3.2174936112027126,HTTP,good,2.0,0,0
reel,2013,19.22327153299892,TCP,medium,0.0,1,1
non-reel,685,2.5978933837311597,HTTP,good,2.0,0,0
non-reel,472,1.9098032801955789,HTTP,poor,2.0,2,0
non-reel,755,0.3491549229587902,TCP,good,0.0,0,0
reel,1733,23.57691899134713,UDP,poor,1.0,2,1
reel,1950,17.13590104287408,TCP,good,0.0,0,1
non-reel,404,3.216332287869702,HTTP,good,2.0,0,0
reel,1768,22.276484541152858,TCP,poor,0.0,2,1
non-reel,792,3.0502101739532144,HTTP,medium,2.0,1,0
non-reel,357,2.126444503314044,TCP,good,0.0,0,0
reel,1862,17.18602171369271,UDP,medium,1.0,1,1
non-reel,591,3.168239442847894,HTTP,medium,2.0,1,0
reel,1985,17.483463407948314,UDP,good,1.0,0,1
non-reel,369,4.406119259817256,TCP,good,0.0,0,0
reel,1717,15.782632773263094,TCP,good,0.0,0,1
non-reel,490,3.084377686212509,TCP,good,0.0,0,0
reel,1985,14.162153232468508,TCP,good,0.0,0,1
non-reel,838,1.801695262322582,HTTP,medium,2.0,1,0
non-reel,140,4.957965574072857,TCP,poor,0.0,2,0
non-reel,803,2.984106124212797,HTTP,good,2.0,0,0
non-reel,642,0.9661564791424264,TCP,good,0.0,0,0
non-reel,763,1.6258288475562663,TCP,good,0.0,0,0
non-reel,914,2.2036761725990544,HTTP,medium,2.0,1,0
non-reel,511,3.2431401584889814,HTTP,good,2.0,0,0
non-reel,447,2.972873770756515,TCP,poor,0.0,2,0
reel,1063,24.125365233880604,TCP,poor,0.0,2,1
reel,1266,27.29772489485633,UDP,poor,1.0,2,1
reel,2012,19.73462305487356,TCP,medium,0.0,1,1
non-reel,1004,1.489911442351788,TCP,good,0.0,0,0
non-reel,543,3.067229881805065,TCP,medium,0.0,1,0
non-reel,589,1.4238231202199434,HTTP,good,2.0,0,0
non-reel,512,4.128163476006868,TCP,poor,0.0,2,0
non-reel,659,3.675138892211603,TCP,good,0.0,0,0
non-reel,870,6.352346668288614,HTTP,poor,2.0,2,0
reel,1197,26.09718147035929,UDP,poor,1.0,2,1
reel,1063,25.423522258490053,UDP,poor,1.0,2,1
non-reel,451,3.4590749747433254,HTTP,good,2.0,0,0
reel,1724,16.2822337239094,UDP,good,1.0,0,1
